2025-12-19 09:06:14 | DEBUG    | log:152 | [index] Serving web UI
2025-12-19 09:06:14 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-19 09:06:14 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 09:06:14 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 09:06:14 | INFO     | log:150 | [list_documents] Found 16 documents
2025-12-19 09:06:16 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-19 09:06:16 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 09:06:16 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 09:06:16 | INFO     | log:150 | [list_documents] Found 16 documents
2025-12-19 09:19:55 | INFO     | log:150 | [delete_document] Deleting document doc_id=2
2025-12-19 09:19:55 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 09:19:55 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 09:19:56 | INFO     | log:150 | [delete_document] Deleted 20 examples
2025-12-19 09:19:56 | INFO     | log:150 | [delete_document] Document doc_id=2 deleted
2025-12-19 09:19:56 | DEBUG    | log:152 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-19 09:19:56 | DEBUG    | log:152 | [reset_all_caches] All caches invalidated
2025-12-19 09:19:56 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-19 09:19:56 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 09:19:56 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 09:19:56 | INFO     | log:150 | [list_documents] Found 15 documents
2025-12-19 09:19:56 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-19 09:19:56 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-19 09:19:56 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-19 09:19:56 | INFO     | log:150 | [list_documents] Found 15 documents
