2025-12-18 08:32:37 | DEBUG    | log:152 | [index] Serving web UI
2025-12-18 08:32:37 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-18 08:32:37 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-18 08:32:37 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-18 08:32:37 | INFO     | log:150 | [list_documents] Found 1 documents
2025-12-18 08:34:32 | DEBUG    | log:152 | [index] Serving web UI
2025-12-18 08:34:33 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-18 08:34:33 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-18 08:34:33 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-18 08:34:33 | INFO     | log:150 | [list_documents] Found 1 documents
2025-12-18 08:44:08 | DEBUG    | log:152 | [index] Serving web UI
2025-12-18 08:44:08 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-18 08:44:08 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-18 08:44:08 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-18 08:44:08 | INFO     | log:150 | [list_documents] Found 1 documents
2025-12-18 08:44:10 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-18 08:44:10 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-18 08:44:10 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-18 08:44:10 | INFO     | log:150 | [list_documents] Found 1 documents
2025-12-18 08:44:16 | DEBUG    | log:152 | [index] Serving web UI
2025-12-18 08:44:16 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-18 08:44:16 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-18 08:44:16 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-18 08:44:17 | INFO     | log:150 | [list_documents] Found 1 documents
2025-12-18 08:44:23 | DEBUG    | log:152 | [list_documents] Fetching all documents...
2025-12-18 08:44:23 | DEBUG    | log:152 | [get_tables] Getting tables...
2025-12-18 08:44:23 | DEBUG    | log:152 | [get_tables] Returning cached tables
2025-12-18 08:44:23 | INFO     | log:150 | [list_documents] Found 1 documents
