2026-01-05 08:02:10 | DEBUG    | log:153 | [index] Serving web UI
2026-01-05 08:02:10 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-05 08:02:10 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-05 08:02:10 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-05 08:02:10 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-05 08:02:12 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-05 08:02:12 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-05 08:02:12 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-05 08:02:12 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-05 08:16:23 | DEBUG    | log:153 | [index] Serving web UI
2026-01-05 08:16:23 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-05 08:16:23 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-05 08:16:23 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-05 08:16:23 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-05 08:16:24 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-05 08:16:24 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-05 08:16:24 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-05 08:16:24 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-05 08:46:25 | DEBUG    | log:153 | [index] Serving web UI
2026-01-05 08:46:25 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-05 08:46:25 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-05 08:46:25 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-05 08:46:25 | INFO     | log:151 | [list_documents] Found 20 documents
