2025-12-23 14:14:53 | DEBUG    | log:153 | [index] Serving web UI
2025-12-23 14:14:53 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-23 14:14:53 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-23 14:14:53 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-23 14:14:53 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-23 14:16:15 | DEBUG    | log:153 | [index] Serving web UI
2025-12-23 14:16:19 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-23 14:16:19 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-23 14:16:19 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-23 14:16:19 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-23 14:24:08 | DEBUG    | log:153 | [index] Serving web UI
2025-12-23 14:24:09 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-23 14:24:09 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-23 14:24:09 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-23 14:24:09 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-23 14:27:52 | DEBUG    | log:153 | [index] Serving web UI
2025-12-23 14:27:52 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-23 14:27:52 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-23 14:27:52 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-23 14:27:52 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-23 14:27:57 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-23 14:27:57 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-23 14:27:57 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-23 14:27:57 | INFO     | log:151 | [list_documents] Found 15 documents
