2026-01-06 08:52:58 | DEBUG    | log:153 | [index] Serving web UI
2026-01-06 08:52:58 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-06 08:52:58 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-06 08:52:58 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-06 08:52:58 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-06 08:53:02 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-06 08:53:02 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-06 08:53:02 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-06 08:53:02 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-06 08:53:13 | DEBUG    | log:153 | [index] Serving web UI
2026-01-06 08:53:13 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-06 08:53:13 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-06 08:53:13 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-06 08:53:13 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-06 08:53:15 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-06 08:53:15 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-06 08:53:15 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-06 08:53:15 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-06 08:53:56 | DEBUG    | log:153 | [index] Serving web UI
2026-01-06 08:53:56 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-06 08:53:56 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-06 08:53:56 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-06 08:53:56 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-06 08:53:58 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2026-01-06 08:53:58 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-06 08:53:58 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-06 08:53:58 | INFO     | log:151 | [list_documents] Found 20 documents
2026-01-06 08:54:05 | INFO     | log:151 | [export_all_documents] Exporting all documents...
2026-01-06 08:54:05 | DEBUG    | log:153 | [get_tables] Getting tables...
2026-01-06 08:54:05 | DEBUG    | log:153 | [get_tables] Returning cached tables
2026-01-06 08:54:05 | INFO     | log:151 | [export_all_documents] Exported 20 documents to kb_backup_all_20260106_085405.xlsx
