2025-12-31 08:39:14 | DEBUG    | log:153 | [index] Serving web UI
2025-12-31 08:46:54 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 08:46:54 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 08:46:54 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 08:46:54 | INFO     | log:151 | [list_documents] Found 16 documents
2025-12-31 08:47:01 | INFO     | log:151 | [delete_document] Deleting document doc_id=15
2025-12-31 08:47:01 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 08:47:01 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 08:47:01 | INFO     | log:151 | [delete_document] Deleted 20 examples
2025-12-31 08:47:01 | INFO     | log:151 | [delete_document] Document doc_id=15 deleted
2025-12-31 08:47:01 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 08:47:01 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 08:47:01 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 08:47:01 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 08:47:01 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 08:47:01 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-31 08:47:01 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 08:47:01 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 08:47:01 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 08:47:01 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-31 08:47:19 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 08:47:19 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 08:47:19 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 08:47:19 | INFO     | log:151 | [list_documents] Found 15 documents
2025-12-31 08:47:33 | INFO     | log:151 | [upload_documents] Uploading 1 files
2025-12-31 08:47:33 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 08:47:33 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 08:47:33 | DEBUG    | log:153 | [build_search_text] Built search_text (625 chars)
2025-12-31 08:47:33 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=15, search_text length=625
2025-12-31 08:47:33 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=15...
2025-12-31 08:47:33 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.14s for doc_id=15
2025-12-31 08:47:33 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=15
2025-12-31 08:47:34 | DEBUG    | log:153 | [build_search_text] Built search_text (621 chars)
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=16, search_text length=621
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=16...
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.03s for doc_id=16
2025-12-31 08:47:34 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=16
2025-12-31 08:47:34 | DEBUG    | log:153 | [build_search_text] Built search_text (619 chars)
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=17, search_text length=619
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=17...
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=17
2025-12-31 08:47:34 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=17
2025-12-31 08:47:34 | DEBUG    | log:153 | [build_search_text] Built search_text (617 chars)
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=18, search_text length=617
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=18...
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.03s for doc_id=18
2025-12-31 08:47:34 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=18
2025-12-31 08:47:34 | DEBUG    | log:153 | [build_search_text] Built search_text (623 chars)
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=19, search_text length=623
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=19...
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=19
2025-12-31 08:47:34 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=19
2025-12-31 08:47:34 | DEBUG    | log:153 | [build_search_text] Built search_text (613 chars)
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=20, search_text length=613
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=20...
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=20
2025-12-31 08:47:34 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=20
2025-12-31 08:47:34 | DEBUG    | log:153 | [build_search_text] Built search_text (615 chars)
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=21, search_text length=615
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=21...
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=21
2025-12-31 08:47:34 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=21
2025-12-31 08:47:34 | DEBUG    | log:153 | [build_search_text] Built search_text (606 chars)
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserting doc_id=22, search_text length=606
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] Starting doc_table.insert() for doc_id=22...
2025-12-31 08:47:34 | INFO     | log:151 | [insert_document_with_examples] doc_table.insert() completed in 0.04s for doc_id=22
2025-12-31 08:47:34 | DEBUG    | log:153 | [parse_examples_to_list] Parsed 20 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [insert_document_with_examples] Inserted 20 examples for doc_id=22
2025-12-31 08:47:34 | INFO     | log:151 | [upload_documents] Inserted 8 docs with 160 examples
2025-12-31 08:47:34 | DEBUG    | log:153 | [invalidate_embeddings_cache] Embeddings cache invalidated
2025-12-31 08:47:34 | DEBUG    | log:153 | [reset_all_caches] All caches invalidated
2025-12-31 08:47:34 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 08:47:34 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 08:47:34 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 08:47:34 | INFO     | log:151 | [list_documents] Found 23 documents
2025-12-31 08:47:57 | DEBUG    | log:153 | [list_documents] Fetching all documents...
2025-12-31 08:47:57 | DEBUG    | log:153 | [get_tables] Getting tables...
2025-12-31 08:47:57 | DEBUG    | log:153 | [get_tables] Returning cached tables
2025-12-31 08:47:57 | INFO     | log:151 | [list_documents] Found 23 documents
